score,id
0.5218204236897337,0
0.5156412697705137,1
0.8686977005871641,2
0.6816659546765196,3
0.5900718844803678,4
0.8037798977764952,5
0.6294415868195402,6
0.6687456942471373,7
0.7494765199097502,8
0.6618199325474607,9
0.9721939615281927,10
0.5763352788361418,11
0.5486542559536802,12
0.7152162469300138,13
0.8636812395724165,14
0.3870307780178892,15
0.6154368198784697,16
0.9419462508829939,17
0.7599220252903807,18
0.6377452886971342,19
0.6949853874119627,20
0.5349888778599607,21
0.6467532194527494,22
0.4537864900502073,23
0.6036883271607267,24
0.5259607411297667,25
0.46719449528778667,26
0.6270957864197599,27
0.6345723844441282,28
0.6150040603550779,29
0.5758424378308165,30
0.7211374021443235,31
0.5173722482594358,32
0.763630745497595,33
0.6873216606053221,34
0.7512945211800444,35
0.8533988721045362,36
0.9147163010510313,37
0.7039502240094053,38
0.7264952934655058,39
0.6348134554299223,40
0.5678815520676481,41
0.7228751159581053,42
0.5534816361340391,43
0.592905727711569,44
0.4208208299549925,45
0.4909717417630064,46
0.4066649652394163,47
0.6658389843376982,48
0.6032226062687742,49
0.4111465192707884,50
0.4984143353375303,51
0.5897136307629454,52
0.6362234927090513,53
0.5423681414994108,54
0.44290083417023296,55
0.6899045682820188,56
0.7890376723679411,57
0.40167093047226543,58
0.5212977505596983,59
0.4633833146962034,60
0.3543843007954466,61
0.23644071587647075,62
0.39265918501938457,63
0.3223991967114317,64
0.7977498150738584,65
0.798605424848448,66
0.5926364637287962,67
0.6525168991955625,68
0.7358596897992002,69
0.806727556076895,70
0.5847043670090544,71
0.7665692544850218,72
0.6528077102574217,73
0.5988186276825773,74
0.7224020934971678,75
0.616028902617346,76
0.8282977021607267,77
0.586210308161627,78
0.619156298724066,79
0.7268369770916807,80
0.6220681048306334,81
0.6626144624623167,82
0.6241562939556944,83
0.6188657558831083,84
0.5690737045678007,85
0.6100020385655271,86
0.7214308358105528,87
0.6500968314083921,88
0.5895807124050962,89
0.7249142802628386,90
0.5318016386898863,91
0.5553275621804106,92
0.6447597719105589,93
0.529050347891699,94
0.5227480507763731,95
0.7407031334313261,96
0.6402079440029966,97
0.6038100398453581,98
0.5756354010971891,99
0.5983570195111143,100
0.41285002001846904,101
0.7225586450966703,102
0.7616956211003172,103
0.5606518960865843,104
0.6283988333615171,105
0.9316627583774435,106
0.6866181469830381,107
0.8726077950867521,108
0.5171449757489073,109
0.6735747731598722,110
0.4900099016102659,111
0.6411043680580961,112
0.7340975082787382,113
0.5284208036335813,114
0.4573997832211363,115
0.3605018831166136,116
0.570951131668936,117
0.5592317260178434,118
0.6184404767426359,119
0.4864935851963865,120
0.544165698376547,121
0.46123218306625957,122
0.6573583758744108,123
0.5774585879715788,124
0.3944395161541807,125
0.5796523667248594,126
0.4938192940625059,127
0.6507333196076261,128
0.48710047968948955,129
0.6930653131874907,130
0.5990746892365324,131
0.4021713710697996,132
0.7343459106358396,133
